epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.6245136186770428,0.7785343709468223,0.8281452658884566,0.8732166018158236,0.6245136186770428,0.6245136186770428,0.25951145698227407,0.7785343709468223,0.1656290531776913,0.8281452658884566,0.08732166018158234,0.8732166018158236,0.7113598346818188,0.7508884498825533,0.7154374461035795,0.6245136186770428,0.7785343709468223,0.8281452658884566,0.8732166018158236,0.6245136186770428,0.6245136186770428,0.25951145698227407,0.7785343709468223,0.1656290531776913,0.8281452658884566,0.08732166018158234,0.8732166018158236,0.7113598346818188,0.7508884498825533,0.7154374461035795
