epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.7055771725032426,0.8511673151750972,0.8913748378728924,0.9254215304798963,0.7055771725032426,0.7055771725032426,0.2837224383916991,0.8511673151750972,0.17827496757457845,0.8913748378728924,0.09254215304798961,0.9254215304798963,0.7849211496098657,0.8194300196021708,0.7875588064116248,0.7055771725032426,0.8511673151750972,0.8913748378728924,0.9254215304798963,0.7055771725032426,0.7055771725032426,0.2837224383916991,0.8511673151750972,0.17827496757457845,0.8913748378728924,0.09254215304798961,0.9254215304798963,0.7849211496098657,0.8194300196021708,0.7875588064116248
